This log file has 2520 entries
 Make      Color    Plate    YYYY MM DD hr min sec
 Subaru    Gray     BJFT-550 2021  2 24 17  0  0
 Toyota    White    CUKW-552 2021  2 24 17  0 20
 Jaguar    Silver   BMEN-704 2021  2 24 17  0 40
 Volvo     Blue     BUFE-164 2021  2 24 17  1  0
 M Benz    Green    ARZJ-263 2021  2 24 17  1 20
 M Benz    Silver   BABA-693 2021  2 24 17  1 40
 Hyundai   White    AEBX-255 2021  2 24 17  2  0
 Toyota    Blue     BHJZ-256 2021  2 24 17  2 20
 Mitsub    Green    CGWA-744 2021  2 24 17  2 40
 M Benz    White    BZKU-723 2021  2 24 17  3  0
 Ford      Silver   CEBA-554 2021  2 24 17  3 20
 Toyota    White    BGKH-593 2021  2 24 17  3 40
 Hyundai   Black    AFMH-739 2021  2 24 17  4  0
 Nissan    Blue     BURL-359 2021  2 24 17  4 20
 Jaguar    Gray     AAXW-885 2021  2 24 17  4 40
 VW        White    AEAG-777 2021  2 24 17  5  0
 Subaru    Green    ARFB-450 2021  2 24 17  5 20
 Volvo     Black    BNXR-211 2021  2 24 17  5 40
 GM        Red      CMBR-493 2021  2 24 17  6  0
 BMW       beige    BTGR-137 2021  2 24 17  6 20
 Honda     Green    AZME-424 2021  2 24 17  6 40
 Volvo     Black    CFDT-715 2021  2 24 17  7  0
 L Rover   beige    BNCD-832 2021  2 24 17  7 20
 M Benz    Silver   ANLW-775 2021  2 24 17  7 40
 Ford      White    BKKH-452 2021  2 24 17  8  0
 VW        Red      CAZB-459 2021  2 24 17  8 20
 Toyota    Green    BAAH-528 2021  2 24 17  8 40
 BMW       Blue     BNAR-530 2021  2 24 17  9  0
 Fiat      Black    BXEU-914 2021  2 24 17  9 20
 BMW       beige    BAHU-858 2021  2 24 17  9 40
 Toyota    Gray     ATKR-805 2021  2 24 17 10  0
 Dodge     Red      AXGC-432 2021  2 24 17 10 20
 M Benz    Blue     CCWB-302 2021  2 24 17 10 40
 Fiat      beige    CUKL-549 2021  2 24 17 11  0
 Toyota    Black    BKGD-686 2021  2 24 17 11 20
 Mitsub    White    AUCG-784 2021  2 24 17 11 40
 L Rover   Green    BGDU-637 2021  2 24 17 12  0
 L Rover   beige    CCMN-164 2021  2 24 17 12 20
 VW        Red      CKMH-242 2021  2 24 17 12 40
 Honda     Green    BWRM-458 2021  2 24 17 13  0
 Mitsub    Black    CBJB-869 2021  2 24 17 13 20
 L Rover   Red      BNHB-734 2021  2 24 17 13 40
 L Rover   Blue     CGNU-897 2021  2 24 17 14  0
 Toyota    Green    CFBZ-525 2021  2 24 17 14 20
 Toyota    Gray     BLUF-433 2021  2 24 17 14 40
 Mazda     Black    CXCE-383 2021  2 24 17 15  0
 Ford      White    BHRU-778 2021  2 24 17 15 20
 Fiat      Blue     CAKC-588 2021  2 24 17 15 40
 Subaru    Green    AHFZ-910 2021  2 24 17 16  0
 Toyota    White    BTBR-513 2021  2 24 17 16 20
 BMW       Silver   CJWH-601 2021  2 24 17 16 40
 Honda     Silver   ACLZ-487 2021  2 24 17 17  0
 Toyota    Gray     BJJG-669 2021  2 24 17 17 20
 Subaru    beige    CGGL-722 2021  2 24 17 17 40
 Toyota    Black    AHGE-466 2021  2 24 17 18  0
 Hyundai   Green    BCEU-318 2021  2 24 17 18 20
 BMW       beige    CAME-744 2021  2 24 17 18 40
 BMW       Gray     BUFA-623 2021  2 24 17 19  0
 VW        Silver   BTLK-405 2021  2 24 17 19 20
 Volvo     Green    ACLR-433 2021  2 24 17 19 40
 Fiat      beige    CNGB-644 2021  2 24 17 20  0
 Dodge     Gray     BXLX-111 2021  2 24 17 20 20
 Toyota    White    CZWZ-686 2021  2 24 17 20 40
 Honda     Red      CBLT-590 2021  2 24 17 21  0
 Fiat      beige    AJWM-988 2021  2 24 17 21 20
 Mitsub    Red      BAFW-259 2021  2 24 17 21 40
 Nissan    Blue     AZDL-127 2021  2 24 17 22  0
 BMW       White    AXUN-378 2021  2 24 17 22 20
 L Rover   White    CLKL-830 2021  2 24 17 22 40
 Subaru    Red      BBWW-903 2021  2 24 17 23  0
 Toyota    Red      BTFC-875 2021  2 24 17 23 20
 Mitsub    Black    AUXB-934 2021  2 24 17 23 40
 Dodge     Red      BBZD-563 2021  2 24 17 24  0
 Nissan    White    BCKK-491 2021  2 24 17 24 20
 VW        Gray     AGEC-749 2021  2 24 17 24 40
 Mazda     White    AXGN-969 2021  2 24 17 25  0
 Volvo     Red      BBTH-226 2021  2 24 17 25 20
 Hyundai   Silver   AKTJ-899 2021  2 24 17 25 40
 Toyota    Green    AAMW-626 2021  2 24 17 26  0
 Toyota    Red      ATCZ-352 2021  2 24 17 26 20
 Volvo     Green    AUTB-984 2021  2 24 17 26 40
 Dodge     Black    AKLD-637 2021  2 24 17 27  0
 Nissan    Gray     AEFT-398 2021  2 24 17 27 20
 Ford      Black    BZRM-426 2021  2 24 17 27 40
 L Rover   Black    ATDD-170 2021  2 24 17 28  0
 Nissan    Blue     ARRE-466 2021  2 24 17 28 20
 Ford      White    CWRB-391 2021  2 24 17 28 40
 Toyota    Gray     AZJD-769 2021  2 24 17 29  0
 GM        Green    CXKG-675 2021  2 24 17 29 20
 L Rover   Blue     CEDW-120 2021  2 24 17 29 40
 VW        Silver   BHFK-381 2021  2 24 17 30  0
 Nissan    Blue     BMND-478 2021  2 24 17 30 20
 Fiat      Blue     BAKL-944 2021  2 24 17 30 40
 Ford      Red      AAGK-186 2021  2 24 17 31  0
 Subaru    Gray     CUGA-315 2021  2 24 17 31 20
 Toyota    Black    AGMU-748 2021  2 24 17 31 40
 Honda     White    AEWR-564 2021  2 24 17 32  0
 VW        Red      BEGD-762 2021  2 24 17 32 20
 Toyota    White    BKLT-944 2021  2 24 17 32 40
 Dodge     Gray     AZHM-623 2021  2 24 17 33  0
 BMW       Green    BULC-749 2021  2 24 17 33 20
 VW        Gray     AHNX-333 2021  2 24 17 33 40
 Honda     White    CFDL-358 2021  2 24 17 34  0
 Subaru    White    CCKT-400 2021  2 24 17 34 20
 Jaguar    Silver   ABWU-393 2021  2 24 17 34 40
 Nissan    Red      ANUB-194 2021  2 24 17 35  0
 Mitsub    Blue     AZCA-671 2021  2 24 17 35 20
 Fiat      Red      CUDC-514 2021  2 24 17 35 40
 Toyota    White    AZLU-391 2021  2 24 17 36  0
 BMW       Green    CBKD-191 2021  2 24 17 36 20
 Fiat      Green    BFED-392 2021  2 24 17 36 40
 Ford      beige    AFWJ-566 2021  2 24 17 37  0
 Toyota    Green    AFAJ-452 2021  2 24 17 37 20
 Mitsub    Silver   ABCX-830 2021  2 24 17 37 40
 L Rover   Gray     ARFT-848 2021  2 24 17 38  0
 Nissan    Black    AXJC-176 2021  2 24 17 38 20
 Honda     Green    AHZG-917 2021  2 24 17 38 40
 VW        Black    ADLD-198 2021  2 24 17 39  0
 BMW       White    BKXJ-654 2021  2 24 17 39 20
 Nissan    Black    ACKH-803 2021  2 24 17 39 40
 Subaru    Silver   CXNH-949 2021  2 24 17 40  0
 Hyundai   White    AXDC-356 2021  2 24 17 40 20
 Hyundai   Black    AGTX-423 2021  2 24 17 40 40
 L Rover   Black    CEAZ-978 2021  2 24 17 41  0
 VW        White    AEMX-514 2021  2 24 17 41 20
 Ford      Blue     AWCR-686 2021  2 24 17 41 40
 Nissan    Gray     CTTK-339 2021  2 24 17 42  0
 Volvo     beige    BDKC-915 2021  2 24 17 42 20
 Toyota    Black    BFEF-436 2021  2 24 17 42 40
 BMW       Gray     CFXJ-987 2021  2 24 17 43  0
 Mazda     Silver   AFKD-652 2021  2 24 17 43 20
 Mitsub    Gray     AGCK-528 2021  2 24 17 43 40
 Mazda     White    CTAB-368 2021  2 24 17 44  0
 Hyundai   Red      BNGF-901 2021  2 24 17 44 20
 Toyota    beige    AUBG-556 2021  2 24 17 44 40
 Ford      Gray     BZNJ-334 2021  2 24 17 45  0
 GM        White    AHNR-509 2021  2 24 17 45 20
 Mazda     Blue     BLUM-561 2021  2 24 17 45 40
 Toyota    Black    AUJN-641 2021  2 24 17 46  0
 BMW       Red      ABRU-980 2021  2 24 17 46 20
 Mazda     Green    AFHA-661 2021  2 24 17 46 40
 Dodge     Gray     ARGZ-836 2021  2 24 17 47  0
 Toyota    Blue     CXLX-787 2021  2 24 17 47 20
 Ford      Silver   AWZW-153 2021  2 24 17 47 40
 M Benz    Gray     AWCZ-316 2021  2 24 17 48  0
 Subaru    Black    CUXH-610 2021  2 24 17 48 20
 Mitsub    Silver   CHUD-989 2021  2 24 17 48 40
 Toyota    beige    BBMZ-499 2021  2 24 17 49  0
 Volvo     Gray     AAWZ-752 2021  2 24 17 49 20
 BMW       beige    BCRU-811 2021  2 24 17 49 40
 Hyundai   White    BGZB-781 2021  2 24 17 50  0
 M Benz    Blue     CNUZ-672 2021  2 24 17 50 20
 Jaguar    Blue     AMHN-864 2021  2 24 17 50 40
 Mazda     beige    CBUR-142 2021  2 24 17 51  0
 L Rover   Red      AXCE-854 2021  2 24 17 51 20
 Mitsub    Gray     CCDD-584 2021  2 24 17 51 40
 Ford      Black    ARBF-637 2021  2 24 17 52  0
 Ford      Black    CWDF-421 2021  2 24 17 52 20
 VW        Silver   CNLM-344 2021  2 24 17 52 40
 BMW       beige    AGXC-783 2021  2 24 17 53  0
 GM        Red      BBHL-672 2021  2 24 17 53 20
 VW        White    BTTX-197 2021  2 24 17 53 40
 L Rover   Red      BZAK-481 2021  2 24 17 54  0
 Mitsub    Silver   ATDM-643 2021  2 24 17 54 20
 BMW       Black    ARWZ-451 2021  2 24 17 54 40
 BMW       Blue     BXJH-533 2021  2 24 17 55  0
 Subaru    Silver   CCFZ-463 2021  2 24 17 55 20
 VW        Black    BDAD-599 2021  2 24 17 55 40
 Honda     White    BMUM-471 2021  2 24 17 56  0
 M Benz    Green    BDJU-597 2021  2 24 17 56 20
 VW        Red      AGCG-290 2021  2 24 17 56 40
 Fiat      Red      CZWD-297 2021  2 24 17 57  0
 Subaru    White    AKCW-897 2021  2 24 17 57 20
 Ford      White    CNBF-792 2021  2 24 17 57 40
 Toyota    Red      AGRB-554 2021  2 24 17 58  0
 Volvo     Silver   BMUK-200 2021  2 24 17 58 20
 Dodge     Black    BAAE-949 2021  2 24 17 58 40
 Toyota    Black    ADHN-761 2021  2 24 17 59  0
 Nissan    Silver   CRJC-518 2021  2 24 17 59 20
 Mazda     Green    AUEX-958 2021  2 24 17 59 40
 Honda     Green    ABDN-785 2021  2 24 18  0  0
 Mazda     Gray     BUDT-589 2021  2 24 18  0 20
 Nissan    Black    AHXW-931 2021  2 24 18  0 40
 GM        Red      CGDH-823 2021  2 24 18  1  0
 Hyundai   Blue     AJBF-750 2021  2 24 18  1 20
 Subaru    Gray     ADBN-497 2021  2 24 18  1 40
 M Benz    Black    AJZH-856 2021  2 24 18  2  0
 GM        Red      CFJL-796 2021  2 24 18  2 20
 L Rover   Black    CEKW-999 2021  2 24 18  2 40
 BMW       Gray     BGMT-877 2021  2 24 18  3  0
 Toyota    Blue     BHHE-562 2021  2 24 18  3 20
 BMW       Gray     CALW-377 2021  2 24 18  3 40
 Honda     Black    AFEM-144 2021  2 24 18  4  0
 BMW       Silver   BAXJ-813 2021  2 24 18  4 20
 Toyota    Blue     CBHK-114 2021  2 24 18  4 40
 BMW       Blue     CEGE-122 2021  2 24 18  5  0
 Mazda     Red      BEMW-689 2021  2 24 18  5 20
 Fiat      Red      CGLT-245 2021  2 24 18  5 40
 GM        White    CMMG-898 2021  2 24 18  6  0
 Toyota    Green    AKDL-371 2021  2 24 18  6 20
 BMW       Green    BWGN-579 2021  2 24 18  6 40
 GM        Black    BNZN-796 2021  2 24 18  7  0
 Toyota    Red      AKMB-472 2021  2 24 18  7 20
 Mazda     Silver   CBKB-497 2021  2 24 18  7 40
 Volvo     Red      BUEA-923 2021  2 24 18  8  0
 Nissan    Black    CAMK-618 2021  2 24 18  8 20
 BMW       Red      CGJD-345 2021  2 24 18  8 40
 Hyundai   Blue     BMCH-242 2021  2 24 18  9  0
 Mazda     Red      BLUU-560 2021  2 24 18  9 20
 Dodge     White    BXZM-756 2021  2 24 18  9 40
 GM        White    BEDZ-772 2021  2 24 18 10  0
 Mazda     Green    CNJB-563 2021  2 24 18 10 20
 Volvo     Blue     BTUM-374 2021  2 24 18 10 40
 Toyota    Blue     BNRN-297 2021  2 24 18 11  0
 Mitsub    Black    BKCC-718 2021  2 24 18 11 20
 Honda     beige    BABN-948 2021  2 24 18 11 40
 Subaru    Blue     BTNH-171 2021  2 24 18 12  0
 Nissan    Red      ABTD-302 2021  2 24 18 12 20
 Mazda     White    AJRA-606 2021  2 24 18 12 40
 Subaru    Red      BGGJ-453 2021  2 24 18 13  0
 Ford      Silver   ARDJ-692 2021  2 24 18 13 20
 Mitsub    beige    AAZR-954 2021  2 24 18 13 40
 Mitsub    Silver   AXLU-778 2021  2 24 18 14  0
 Ford      Black    ACTZ-915 2021  2 24 18 14 20
 L Rover   Gray     BXDN-510 2021  2 24 18 14 40
 Mitsub    Green    BJXX-649 2021  2 24 18 15  0
 Hyundai   Red      CGFU-577 2021  2 24 18 15 20
 L Rover   Blue     AREE-575 2021  2 24 18 15 40
 Honda     Green    BDNF-990 2021  2 24 18 16  0
 Ford      beige    BWUN-994 2021  2 24 18 16 20
 Fiat      Gray     CWFF-569 2021  2 24 18 16 40
 Mitsub    Red      CCMF-213 2021  2 24 18 17  0
 Fiat      Green    ATHF-876 2021  2 24 18 17 20
 Fiat      Gray     CBNW-214 2021  2 24 18 17 40
 Ford      White    AACW-576 2021  2 24 18 18  0
 Toyota    Red      ABWW-367 2021  2 24 18 18 20
 Jaguar    beige    ABGJ-552 2021  2 24 18 18 40
 Dodge     Gray     CUUA-872 2021  2 24 18 19  0
 L Rover   Red      ATKG-577 2021  2 24 18 19 20
 GM        Blue     CXMJ-768 2021  2 24 18 19 40
 Dodge     Silver   CRNG-270 2021  2 24 18 20  0
 L Rover   White    AAUG-307 2021  2 24 18 20 20
 VW        Black    AUFR-714 2021  2 24 18 20 40
 Subaru    Blue     ADEC-598 2021  2 24 18 21  0
 Subaru    Blue     BZDU-376 2021  2 24 18 21 20
 Nissan    Blue     AKNH-343 2021  2 24 18 21 40
 Jaguar    beige    BAKM-952 2021  2 24 18 22  0
 GM        Black    BLME-226 2021  2 24 18 22 20
 BMW       Red      ADTJ-181 2021  2 24 18 22 40
 Jaguar    Blue     AKME-966 2021  2 24 18 23  0
 Subaru    Gray     AXHA-229 2021  2 24 18 23 20
 Honda     White    AHDT-816 2021  2 24 18 23 40
 Volvo     Blue     BZKK-999 2021  2 24 18 24  0
 Subaru    Blue     AKRB-183 2021  2 24 18 24 20
 VW        Red      BLBL-849 2021  2 24 18 24 40
 Honda     Red      AWUT-926 2021  2 24 18 25  0
 Nissan    Gray     CHXW-319 2021  2 24 18 25 20
 BMW       White    CAFZ-865 2021  2 24 18 25 40
 Ford      White    CLWF-573 2021  2 24 18 26  0
 Mazda     beige    CLBJ-776 2021  2 24 18 26 20
 Mitsub    Blue     BDWD-870 2021  2 24 18 26 40
 VW        beige    CWHL-570 2021  2 24 18 27  0
 Mitsub    Black    BXKH-732 2021  2 24 18 27 20
 Volvo     White    CMJN-216 2021  2 24 18 27 40
 Volvo     Blue     BTXW-440 2021  2 24 18 28  0
 Hyundai   Black    BEMA-474 2021  2 24 18 28 20
 Dodge     Black    CGHZ-664 2021  2 24 18 28 40
 Nissan    White    CCHL-200 2021  2 24 18 29  0
 Dodge     Blue     BKUL-298 2021  2 24 18 29 20
 M Benz    White    CTHD-592 2021  2 24 18 29 40
 Mitsub    Red      BKZN-975 2021  2 24 18 30  0
 Fiat      Green    AJAN-799 2021  2 24 18 30 20
 Ford      Blue     BNDZ-113 2021  2 24 18 30 40
 Volvo     Black    BEZJ-160 2021  2 24 18 31  0
 M Benz    Red      AEBL-347 2021  2 24 18 31 20
 Hyundai   Gray     BDRF-490 2021  2 24 18 31 40
 M Benz    Black    CMNM-252 2021  2 24 18 32  0
 Volvo     Red      ATHC-763 2021  2 24 18 32 20
 M Benz    Gray     BEBH-959 2021  2 24 18 32 40
 Toyota    Black    CMRR-448 2021  2 24 18 33  0
 VW        Black    BART-511 2021  2 24 18 33 20
 Subaru    beige    BGTC-774 2021  2 24 18 33 40
 VW        Blue     CCWB-112 2021  2 24 18 34  0
 Volvo     Silver   ANEZ-709 2021  2 24 18 34 20
 Nissan    White    AEKW-997 2021  2 24 18 34 40
 Dodge     Black    CTKT-654 2021  2 24 18 35  0
 Fiat      White    AGGH-568 2021  2 24 18 35 20
 Toyota    Black    AJFX-891 2021  2 24 18 35 40
 Toyota    Gray     CMEU-496 2021  2 24 18 36  0
 Toyota    Red      AEJK-282 2021  2 24 18 36 20
 Volvo     Red      CNEU-442 2021  2 24 18 36 40
 Nissan    Green    AFXN-379 2021  2 24 18 37  0
 VW        beige    AAZM-660 2021  2 24 18 37 20
 Volvo     Green    BEAC-553 2021  2 24 18 37 40
 Honda     Silver   ANDK-934 2021  2 24 18 38  0
 Dodge     beige    BWHC-492 2021  2 24 18 38 20
 Subaru    Green    CFXU-944 2021  2 24 18 38 40
 Toyota    Green    BRNL-835 2021  2 24 18 39  0
 Fiat      Green    BBTG-640 2021  2 24 18 39 20
 Honda     Silver   CKHU-577 2021  2 24 18 39 40
 Nissan    Blue     ACCN-980 2021  2 24 18 40  0
 Ford      Gray     AXZZ-930 2021  2 24 18 40 20
 Jaguar    Red      BWHX-658 2021  2 24 18 40 40
 GM        beige    CUJT-975 2021  2 24 18 41  0
 Mazda     Green    BDJT-925 2021  2 24 18 41 20
 Volvo     Black    CDKM-873 2021  2 24 18 41 40
 M Benz    Blue     CMNH-402 2021  2 24 18 42  0
 BMW       Red      CNZM-572 2021  2 24 18 42 20
 Honda     beige    BETW-598 2021  2 24 18 42 40
 Mazda     Gray     AGAA-680 2021  2 24 18 43  0
 Honda     Red      ANMR-658 2021  2 24 18 43 20
 GM        Gray     CLTZ-676 2021  2 24 18 43 40
 Ford      Blue     BXMX-338 2021  2 24 18 44  0
 Ford      Red      CGCT-907 2021  2 24 18 44 20
 Toyota    beige    BWFF-307 2021  2 24 18 44 40
 Volvo     Silver   CULU-344 2021  2 24 18 45  0
 Toyota    Blue     AZRB-949 2021  2 24 18 45 20
 Mitsub    Silver   BUBW-272 2021  2 24 18 45 40
 Toyota    beige    BKGX-733 2021  2 24 18 46  0
 Hyundai   White    AHLB-737 2021  2 24 18 46 20
 Ford      Black    CDAW-714 2021  2 24 18 46 40
 VW        Gray     CBBA-619 2021  2 24 18 47  0
 Hyundai   Red      BMNG-961 2021  2 24 18 47 20
 BMW       Green    AWGX-329 2021  2 24 18 47 40
 Hyundai   Gray     AMMR-238 2021  2 24 18 48  0
 L Rover   White    CJRB-162 2021  2 24 18 48 20
 Dodge     Red      AUNJ-909 2021  2 24 18 48 40
 Nissan    White    CFRT-276 2021  2 24 18 49  0
 Mazda     White    CNCW-261 2021  2 24 18 49 20
 Toyota    Red      CMHN-436 2021  2 24 18 49 40
 M Benz    Silver   AUFK-666 2021  2 24 18 50  0
 Toyota    Blue     ADUF-849 2021  2 24 18 50 20
 Fiat      Green    CLBH-127 2021  2 24 18 50 40
 Toyota    Silver   AKJW-556 2021  2 24 18 51  0
 BMW       White    CWCB-669 2021  2 24 18 51 20
 Hyundai   White    ANMN-815 2021  2 24 18 51 40
 Ford      beige    BTFR-200 2021  2 24 18 52  0
 Dodge     Green    CTWX-938 2021  2 24 18 52 20
 Honda     beige    CXFH-353 2021  2 24 18 52 40
 VW        Gray     ALFC-486 2021  2 24 18 53  0
 Mitsub    Red      AELX-733 2021  2 24 18 53 20
 VW        Gray     BCXM-405 2021  2 24 18 53 40
 Mazda     Red      CXWL-574 2021  2 24 18 54  0
 Toyota    Silver   AKGF-442 2021  2 24 18 54 20
 GM        Blue     BWKL-771 2021  2 24 18 54 40
 VW        Gray     CKNX-408 2021  2 24 18 55  0
 Ford      Green    AEUC-713 2021  2 24 18 55 20
 L Rover   White    BERG-144 2021  2 24 18 55 40
 Mazda     Black    AFLC-817 2021  2 24 18 56  0
 Honda     Green    CCZT-571 2021  2 24 18 56 20
 Dodge     beige    CGJL-807 2021  2 24 18 56 40
 M Benz    Green    AWNJ-232 2021  2 24 18 57  0
 Ford      Red      AJCW-962 2021  2 24 18 57 20
 BMW       Gray     AKCN-255 2021  2 24 18 57 40
 Fiat      Blue     AGDA-831 2021  2 24 18 58  0
 Ford      Red      BGFU-978 2021  2 24 18 58 20
 Volvo     Blue     BHWK-314 2021  2 24 18 58 40
 Toyota    Red      BXCA-487 2021  2 24 18 59  0
 GM        beige    ACZW-709 2021  2 24 18 59 20
 L Rover   beige    AWHB-942 2021  2 24 18 59 40
 L Rover   beige    BZMJ-357 2021  2 24 19  0  0
 Mazda     Red      CDDZ-672 2021  2 24 19  0 20
 Dodge     Green    CUXL-389 2021  2 24 19  0 40
 L Rover   Gray     ATME-528 2021  2 24 19  1  0
 Subaru    Gray     CTUR-862 2021  2 24 19  1 20
 BMW       beige    ALWJ-411 2021  2 24 19  1 40
 GM        Silver   BWLJ-123 2021  2 24 19  2  0
 Toyota    Silver   ANRB-768 2021  2 24 19  2 20
 Dodge     beige    ADXF-279 2021  2 24 19  2 40
 Toyota    Black    ARTF-373 2021  2 24 19  3  0
 Volvo     Red      BNHN-978 2021  2 24 19  3 20
 Nissan    Gray     AWTC-335 2021  2 24 19  3 40
 Volvo     beige    CTEB-825 2021  2 24 19  4  0
 Toyota    beige    BETH-590 2021  2 24 19  4 20
 Fiat      Gray     BCLE-875 2021  2 24 19  4 40
 Jaguar    Gray     BZND-320 2021  2 24 19  5  0
 Fiat      Gray     ALZR-970 2021  2 24 19  5 20
 Hyundai   Silver   CWRD-235 2021  2 24 19  5 40
 Jaguar    Gray     AEAN-868 2021  2 24 19  6  0
 Jaguar    Gray     AXUX-899 2021  2 24 19  6 20
 Hyundai   Black    CFRX-150 2021  2 24 19  6 40
 Mazda     beige    AJBX-512 2021  2 24 19  7  0
 Ford      Green    CKGU-165 2021  2 24 19  7 20
 GM        White    CLME-261 2021  2 24 19  7 40
 VW        Blue     CWRE-658 2021  2 24 19  8  0
 Hyundai   Silver   AEAF-531 2021  2 24 19  8 20
 Mazda     Gray     ABXX-319 2021  2 24 19  8 40
 Ford      Gray     BLLX-125 2021  2 24 19  9  0
 Jaguar    Black    CLZZ-820 2021  2 24 19  9 20
 Toyota    Gray     CANJ-122 2021  2 24 19  9 40
 Hyundai   beige    CNXT-447 2021  2 24 19 10  0
 L Rover   Blue     BABR-910 2021  2 24 19 10 20
 Volvo     Blue     AJRT-992 2021  2 24 19 10 40
 Jaguar    beige    BGKR-838 2021  2 24 19 11  0
 Mazda     White    BNWR-789 2021  2 24 19 11 20
 Toyota    Silver   BDKZ-216 2021  2 24 19 11 40
 Subaru    Green    AUFA-426 2021  2 24 19 12  0
 Honda     Black    BZRW-490 2021  2 24 19 12 20
 GM        beige    AKXJ-387 2021  2 24 19 12 40
 Mazda     Gray     BWXG-352 2021  2 24 19 13  0
 Toyota    Black    BCLJ-350 2021  2 24 19 13 20
 VW        Red      AZTK-515 2021  2 24 19 13 40
 Dodge     Green    CJTL-204 2021  2 24 19 14  0
 Jaguar    Black    AJLW-136 2021  2 24 19 14 20
 Jaguar    Silver   CNDE-978 2021  2 24 19 14 40
 Toyota    Gray     BNJN-714 2021  2 24 19 15  0
 Nissan    White    BBJU-478 2021  2 24 19 15 20
 GM        Red      AZNN-881 2021  2 24 19 15 40
 Fiat      Black    ABWW-983 2021  2 24 19 16  0
 Jaguar    beige    AUKU-651 2021  2 24 19 16 20
 Volvo     Red      BREB-800 2021  2 24 19 16 40
 Volvo     White    AXJL-677 2021  2 24 19 17  0
 Ford      White    CBFJ-838 2021  2 24 19 17 20
 Jaguar    beige    CHCU-873 2021  2 24 19 17 40
 Nissan    Red      CNJK-531 2021  2 24 19 18  0
 Dodge     White    BFHG-348 2021  2 24 19 18 20
 Honda     Silver   AWLB-671 2021  2 24 19 18 40
 Hyundai   Blue     CGZR-190 2021  2 24 19 19  0
 Volvo     White    CTLN-191 2021  2 24 19 19 20
 Subaru    Black    BZFG-998 2021  2 24 19 19 40
 M Benz    Black    BGAX-332 2021  2 24 19 20  0
 Ford      White    AHXA-447 2021  2 24 19 20 20
 Subaru    Blue     CZMH-922 2021  2 24 19 20 40
 L Rover   Gray     CDUX-814 2021  2 24 19 21  0
 Mazda     Gray     CAEX-680 2021  2 24 19 21 20
 L Rover   Blue     BMCE-126 2021  2 24 19 21 40
 Nissan    Gray     BEDX-951 2021  2 24 19 22  0
 Mazda     White    BFXA-260 2021  2 24 19 22 20
 BMW       Black    AGXR-678 2021  2 24 19 22 40
 Volvo     Red      AHCR-852 2021  2 24 19 23  0
 Mazda     Silver   CAMR-116 2021  2 24 19 23 20
 Mazda     Blue     AHKU-934 2021  2 24 19 23 40
 Volvo     Red      BXBD-798 2021  2 24 19 24  0
 Fiat      Green    CGAX-112 2021  2 24 19 24 20
 Mazda     Red      AGMJ-621 2021  2 24 19 24 40
 Mazda     Silver   CLZH-404 2021  2 24 19 25  0
 M Benz    White    BRCZ-856 2021  2 24 19 25 20
 Volvo     Red      AGDB-983 2021  2 24 19 25 40
 Hyundai   Silver   ATUD-450 2021  2 24 19 26  0
 Jaguar    Black    BLHZ-731 2021  2 24 19 26 20
 Hyundai   White    CFLB-349 2021  2 24 19 26 40
 GM        White    BLZB-126 2021  2 24 19 27  0
 L Rover   Green    BEZM-536 2021  2 24 19 27 20
 L Rover   Red      BBCD-377 2021  2 24 19 27 40
 BMW       Black    CRAX-950 2021  2 24 19 28  0
 BMW       Green    BCKR-666 2021  2 24 19 28 20
 Mitsub    beige    AUZN-382 2021  2 24 19 28 40
 Volvo     White    ARUB-527 2021  2 24 19 29  0
 Nissan    beige    CCRU-574 2021  2 24 19 29 20
 BMW       Green    CBFZ-368 2021  2 24 19 29 40
 Volvo     beige    AMHL-535 2021  2 24 19 30  0
 Jaguar    Silver   ALNU-743 2021  2 24 19 30 20
 Mazda     Blue     ADGX-448 2021  2 24 19 30 40
 Mitsub    Black    ARRJ-431 2021  2 24 19 31  0
 L Rover   Red      BMDJ-772 2021  2 24 19 31 20
 VW        Red      BLFZ-504 2021  2 24 19 31 40
 Nissan    Green    BTFT-734 2021  2 24 19 32  0
 L Rover   White    AEWD-141 2021  2 24 19 32 20
 L Rover   Gray     CRJG-292 2021  2 24 19 32 40
 Toyota    White    CTUM-714 2021  2 24 19 33  0
 Toyota    Green    AGEJ-263 2021  2 24 19 33 20
 Dodge     Gray     AZEA-197 2021  2 24 19 33 40
 Hyundai   Blue     AJLW-323 2021  2 24 19 34  0
 L Rover   Gray     CFGR-619 2021  2 24 19 34 20
 Honda     Silver   CJTZ-598 2021  2 24 19 34 40
 Fiat      Black    CGXN-166 2021  2 24 19 35  0
 L Rover   Gray     BGKA-260 2021  2 24 19 35 20
 Volvo     Red      CRTG-297 2021  2 24 19 35 40
 Honda     Gray     CMLM-369 2021  2 24 19 36  0
 Mazda     beige    CGXC-423 2021  2 24 19 36 20
 BMW       Gray     CENN-172 2021  2 24 19 36 40
 Dodge     Black    BBMF-145 2021  2 24 19 37  0
 M Benz    beige    ANNL-547 2021  2 24 19 37 20
 Hyundai   Silver   ANUX-823 2021  2 24 19 37 40
 Honda     beige    ADNM-877 2021  2 24 19 38  0
 GM        Gray     ADWG-287 2021  2 24 19 38 20
 Hyundai   Gray     ARNN-647 2021  2 24 19 38 40
 Volvo     Silver   ADWJ-608 2021  2 24 19 39  0
 Mitsub    Blue     CXRR-283 2021  2 24 19 39 20
 Jaguar    Black    CLCW-775 2021  2 24 19 39 40
